iter	Logloss
141	0.1402643519
142	0.140236635
143	0.1402093137
144	0.1401722168
145	0.1401354106
146	0.1401086089
147	0.1400811708
148	0.14005337
149	0.140015582
150	0.1399896276
151	0.1399602535
152	0.1399317393
153	0.1398894328
154	0.1398640634
155	0.139837332
156	0.1397955926
157	0.139758584
158	0.139717955
159	0.1396848144
160	0.1396446058
161	0.1396220571
162	0.1395887425
163	0.1395574452
164	0.1395281528
165	0.139500778
166	0.1394765096
167	0.1394514679
168	0.1394330005
169	0.1393873821
170	0.1393650644
171	0.1393404178
172	0.1393167036
173	0.1392936293
174	0.1392696581
175	0.1392476546
176	0.1392262642
177	0.1391975155
178	0.139166928
179	0.139136588
180	0.1391015261
181	0.1390752505
182	0.1390463671
183	0.1390225674
184	0.1389973542
185	0.13897134
186	0.138946077
187	0.138922161
188	0.1388968778
189	0.1388701894
190	0.1388469277
191	0.1388210733
192	0.1387927588
193	0.1387673394
194	0.1387506378
195	0.13872274
196	0.1386953113
197	0.1386727091
198	0.1386428177
199	0.1386213916
200	0.1386037168
201	0.1385838754
202	0.1385596194
203	0.1385323967
204	0.138502895
205	0.1384883328
206	0.1384714021
207	0.1384548713
208	0.1384144999
209	0.1383961087
210	0.1383703499
211	0.1383517419
212	0.1383234576
213	0.1382907686
214	0.1382571475
215	0.1382300609
216	0.1382024002
217	0.1381843101
218	0.1381600501
219	0.1381341339
220	0.1381013668
221	0.1380704063
222	0.1380448897
223	0.1380272958
224	0.1380120305
225	0.137983743
226	0.137962758
227	0.1379375296
228	0.1379164665
229	0.1378919226
230	0.1378678765
231	0.1378490995
232	0.1378216308
233	0.1378026016
234	0.1377747545
235	0.1377491647
236	0.1377248617
237	0.137698937
238	0.1376754609
239	0.1376306762
240	0.1376138826
241	0.1375936845
242	0.1375622929
243	0.1375353219
244	0.1375160251
245	0.1374876101
246	0.1374679564
247	0.1374523
248	0.1374240031
249	0.1374023968
250	0.1373749272
251	0.1373498164
252	0.1373319324
253	0.1373117325
254	0.1372863639
255	0.137252973
256	0.137228297
257	0.1372106875
258	0.1371982562
259	0.1371793564
260	0.1371461312
261	0.1371200244
262	0.1370979171
263	0.13707362
264	0.1370563101
265	0.1370310702
266	0.137009442
267	0.1369879806
268	0.1369639203
269	0.1369474862
270	0.1369208556
271	0.1369071989
272	0.1368938646
273	0.1368641526
274	0.1368402813
275	0.1368173833
276	0.1367929779
277	0.1367745866
278	0.1367615655
279	0.1367387891
280	0.1367124246
281	0.1366878995
282	0.1366707748
283	0.1366514222
284	0.1366255851
285	0.1366097047
286	0.1365829538
287	0.1365630449
288	0.1365471167
289	0.1365362284
290	0.1365122042
291	0.1364961232
292	0.1364709811
293	0.1364508194
294	0.1364240678
295	0.1363951617
296	0.1363818173
297	0.1363652441
298	0.1363445227
299	0.1363255104
300	0.1363137204
301	0.1362949701
302	0.136279029
303	0.1362610997
304	0.1362333766
305	0.1362105936
306	0.1361977451
307	0.1361840163
308	0.1361669686
309	0.136145609
310	0.1361113185
311	0.136102407
312	0.1360841064
313	0.1360635973
314	0.1360339313
315	0.1360157707
316	0.1359980655
317	0.1359793618
318	0.1359677882
319	0.1359386855
320	0.1359203445
321	0.1359079721
322	0.135892443
323	0.1358794287
324	0.1358606543
325	0.1358419227
326	0.1358230011
327	0.1358047315
328	0.1357907275
329	0.1357721878
330	0.1357415884
331	0.1357199512
332	0.1357110355
333	0.1356911793
334	0.1356727483
335	0.1356515709
336	0.1356304489
337	0.1356131732
338	0.1355985374
339	0.1355781304
340	0.1355567842
341	0.1355353805
342	0.1355184373
343	0.1355019071
344	0.1354723778
345	0.1354529766
346	0.1354350694
347	0.1354116861
348	0.1353948251
349	0.1353739836
350	0.1353572921
351	0.1353286218
352	0.1353186524
353	0.1352992706
354	0.1352817459
355	0.1352679242
356	0.1352444616
357	0.1352198578
358	0.1352037275
359	0.1351863717
360	0.1351620874
361	0.1351407793
362	0.1351245894
363	0.1351121793
364	0.1350956092
365	0.1350817683
366	0.1350647561
367	0.1350471674
368	0.1350263311
369	0.1350089307
370	0.1349821164
371	0.1349676312
372	0.1349503369
373	0.1349384056
374	0.1349319775
375	0.1349155519
376	0.1348980434
377	0.1348771752
378	0.1348544566
379	0.134833861
380	0.1348144904
381	0.1348030585
382	0.134781721
383	0.1347658036
384	0.1347458973
385	0.1347294639
386	0.1347119385
387	0.1346919804
388	0.1346757645
389	0.1346563469
390	0.1346357554
391	0.1346153015
392	0.1346012263
393	0.134585797
394	0.1345668747
395	0.1345519239
396	0.1345383836
397	0.1345234753
398	0.1345039453
399	0.1344915286
400	0.1344738721
401	0.1344565768
402	0.1344280212
403	0.134418368
404	0.1343947396
405	0.1343809224
406	0.1343661562
407	0.1343431108
408	0.1343203368
409	0.134310594
410	0.1343007006
411	0.1342807414
412	0.1342571767
413	0.1342330898
414	0.13421414
415	0.1341896597
416	0.1341681724
417	0.134150816
418	0.13413315
419	0.1341179039
420	0.1340928347
421	0.1340755802
422	0.1340520531
423	0.1340223558
424	0.1340132292
425	0.1339990255
426	0.1339730708
427	0.1339540899
428	0.1339449158
429	0.1339245037
430	0.1339118052
431	0.1338874499
432	0.133878668
433	0.1338613743
434	0.1338373787
435	0.1338299057
436	0.1338117001
437	0.1337951996
438	0.1337795099
439	0.1337581544
440	0.1337364688
441	0.1337162661
442	0.1336984854
443	0.1336830019
444	0.1336630463
445	0.1336425409
446	0.1336331794
447	0.1336076719
448	0.1335831087
449	0.1335703062
450	0.1335535355
451	0.1335385205
452	0.1335202919
453	0.133503303
454	0.1334776703
455	0.1334702997
456	0.133457375
457	0.1334418366
458	0.1334295858
459	0.1334094517
460	0.133387241
461	0.1333681389
462	0.1333475597
463	0.1333336416
464	0.1333138159
465	0.1332967753
466	0.1332703308
467	0.133258778
468	0.1332377411
469	0.1332267207
470	0.1332136587
471	0.1332012436
472	0.133190171
473	0.133177332
474	0.1331538818
475	0.1331355371
476	0.1331218641
477	0.1331037356
478	0.1330928257
479	0.1330772227
480	0.1330579878
481	0.1330425536
482	0.1330261492
483	0.1330135822
484	0.1329935693
485	0.132979595
486	0.1329659409
487	0.1329490508
488	0.1329401618
489	0.1329315662
490	0.1329091783
491	0.1328855438
492	0.1328737869
493	0.1328564511
494	0.132840296
495	0.1328290541
496	0.1328130354
497	0.132793593
498	0.1327792405
499	0.1327569889
500	0.1327310371
501	0.1327196948
502	0.1326968759
503	0.1326778354
504	0.1326567566
505	0.1326376647
506	0.1326219578
507	0.1326103079
508	0.1325932735
509	0.1325736356
510	0.1325546008
511	0.1325402
512	0.1325244151
513	0.1325170054
514	0.1325091728
515	0.1324950493
516	0.132479829
517	0.1324699246
518	0.1324543481
519	0.1324327336
520	0.1324134642
521	0.1324018037
522	0.1323825849
523	0.1323612658
524	0.1323422771
525	0.1323272776
526	0.1323012947
527	0.1322823457
528	0.132266892
529	0.1322487188
530	0.132228412
531	0.1322131597
532	0.1321957873
533	0.1321799833
534	0.1321652212
535	0.1321470411
536	0.1321276227
537	0.1321064803
538	0.1320984079
539	0.1320746581
540	0.1320649187
541	0.1320462631
542	0.1320287759
543	0.1320182714
544	0.1319925772
545	0.1319718365
546	0.1319555427
547	0.131934301
548	0.1319206094
549	0.131900531
550	0.1318889139
551	0.1318664601
552	0.131837843
553	0.1318131807
554	0.1317948205
555	0.131777438
556	0.1317503559
557	0.1317386137
558	0.1317275217
559	0.1317128029
560	0.1317004728
561	0.1316813337
562	0.1316618321
563	0.1316479469
564	0.1316279598
565	0.131612572
566	0.1315992504
567	0.1315838803
568	0.1315728584
569	0.1315557203
570	0.1315387319
571	0.1315231159
572	0.1315100694
573	0.1314941138
574	0.1314800207
575	0.1314653307
576	0.1314504846
577	0.1314412918
578	0.1314268557
579	0.1314148308
580	0.1313977562
581	0.1313811003
582	0.1313665931
583	0.1313507518
584	0.1313357603
585	0.1313181298
586	0.1313002483
587	0.1312851012
588	0.1312601536
589	0.1312448318
590	0.1312242193
591	0.1312057701
592	0.1311973373
593	0.1311793138
594	0.1311614709
595	0.1311410713
596	0.1311188817
597	0.131104265
598	0.1310959645
599	0.1310709934
600	0.1310568345
601	0.1310464557
602	0.1310358113
603	0.1310220459
604	0.1310103118
605	0.13098862
606	0.1309774091
607	0.1309474796
608	0.1309272912
609	0.1309135838
610	0.1308952827
611	0.1308837382
612	0.1308631592
613	0.1308415848
614	0.1308225256
615	0.1308049119
616	0.1307863663
617	0.1307710021
618	0.1307460238
619	0.130737036
620	0.1307213229
621	0.1307040874
622	0.1306815607
623	0.1306670874
624	0.1306414927
625	0.1306292206
626	0.1306069985
627	0.1305870064
628	0.1305728141
629	0.1305619018
630	0.1305411747
631	0.1305298949
632	0.1305134826
633	0.1304986982
634	0.1304793608
635	0.1304613535
636	0.1304398409
637	0.1304236205
638	0.1304014308
639	0.130387721
640	0.1303638009
641	0.1303483079
642	0.1303365033
643	0.130323213
644	0.1303086402
645	0.130293095
646	0.1302860708
647	0.1302710678
648	0.1302572756
649	0.1302450635
650	0.1302264923
651	0.1302138832
652	0.1302046313
653	0.1301905783
654	0.1301762394
655	0.1301636963
656	0.1301568932
657	0.1301383907
658	0.1301250609
659	0.1301134255
660	0.1300909289
661	0.1300852015
662	0.1300691647
663	0.1300545848
664	0.1300354942
665	0.1300232516
666	0.1300093322
667	0.1299997183
668	0.1299889505
669	0.1299771129
670	0.1299620996
671	0.1299537485
672	0.1299303722
673	0.1299119426
674	0.1299005674
675	0.1298870618
676	0.1298738007
677	0.1298553541
678	0.1298344418
679	0.1298239512
680	0.1297981878
681	0.129787549
682	0.1297751666
683	0.1297543851
684	0.1297418024
685	0.1297265855
686	0.1297036897
687	0.1296922414
688	0.1296782446
689	0.1296670756
690	0.1296473735
691	0.1296357629
692	0.1296218207
693	0.1296070454
694	0.129591164
695	0.1295739999
696	0.1295651901
697	0.1295542461
698	0.1295442692
699	0.1295313728
700	0.1295153727
701	0.1295044623
702	0.1294901866
703	0.1294800698
704	0.1294715066
705	0.1294610843
706	0.1294525776
707	0.1294400522
708	0.1294270714
709	0.1294042137
710	0.1293842527
711	0.1293680392
712	0.1293545538
713	0.1293441573
714	0.1293373872
715	0.1293278799
716	0.1293164766
717	0.1293035825
718	0.1292894777
719	0.1292748064
720	0.1292636456
721	0.1292492172
722	0.1292349955
723	0.1292273996
724	0.1292154784
725	0.1291969521
726	0.1291757159
727	0.1291640747
728	0.1291466473
729	0.1291289552
730	0.1291154911
731	0.1290953706
732	0.1290836629
733	0.1290634934
734	0.1290440833
735	0.1290263418
736	0.1290139872
737	0.1289985514
738	0.1289814827
739	0.1289671414
740	0.128948892
741	0.1289379815
742	0.1289208635
743	0.1289113229
744	0.1288993369
745	0.128890901
746	0.1288751086
747	0.1288588875
748	0.1288442883
749	0.1288317254
750	0.1288201115
751	0.1288042024
752	0.1287943987
753	0.1287805045
754	0.128767421
755	0.1287550766
756	0.1287323822
757	0.1287187422
758	0.1287078227
759	0.1286895514
760	0.1286795441
761	0.1286679435
762	0.1286558273
763	0.1286386105
764	0.1286205857
765	0.1286128905
766	0.1285988469
767	0.1285824244
768	0.1285721813
769	0.128556306
770	0.1285452494
771	0.1285331704
772	0.1285241557
773	0.1285091583
774	0.1284929901
775	0.1284882191
776	0.1284649573
777	0.128444387
778	0.1284352721
779	0.1284178777
780	0.1284056432
781	0.1283885246
782	0.1283748106
783	0.128365299
784	0.1283510795
785	0.1283392528
786	0.1283255921
787	0.1283062271
788	0.1282927574
789	0.1282835906
790	0.1282711107
791	0.128249089
792	0.1282338945
793	0.1282238604
794	0.1282156771
795	0.1282020159
796	0.1281867158
797	0.1281694314
798	0.1281512863
799	0.1281411819
800	0.1281237803
801	0.1281062241
802	0.1280911531
803	0.1280760221
804	0.1280633611
805	0.1280480096
806	0.1280405765
807	0.1280297755
808	0.1280104212
809	0.1279967847
810	0.1279806509
811	0.1279653368
812	0.1279507678
813	0.127927756
814	0.1279070435
815	0.1278940753
816	0.1278798576
817	0.1278671933
818	0.1278536131
819	0.1278361066
820	0.1278120321
821	0.1277988782
822	0.1277856047
823	0.1277742283
824	0.1277661151
825	0.1277512819
826	0.1277412982
827	0.12772634
828	0.1277158811
829	0.1276967052
830	0.1276850609
831	0.1276723229
832	0.1276607132
833	0.1276495364
834	0.1276373124
835	0.1276274293
836	0.127616796
837	0.1275987809
838	0.1275852875
839	0.1275781263
840	0.1275452361
841	0.1275362498
842	0.1275174545
843	0.127505005
844	0.1274929938
845	0.127482092
846	0.1274727387
847	0.1274568576
848	0.1274454351
849	0.127434413
850	0.1274214634
851	0.1274088955
852	0.1273942315
853	0.1273787354
854	0.1273609906
855	0.1273428472
856	0.1273219369
857	0.1273109075
858	0.127288075
859	0.1272798589
860	0.127257256
861	0.1272444715
862	0.1272243327
863	0.1272142945
864	0.127202223
865	0.1271908493
866	0.1271796726
867	0.1271643147
868	0.1271559845
869	0.1271408
870	0.1271318229
871	0.127118173
872	0.1271042336
873	0.1270846743
874	0.1270766113
875	0.1270655114
876	0.1270527564
877	0.1270385733
878	0.1270213549
879	0.1270060058
880	0.1269980305
881	0.1269836719
882	0.1269691705
883	0.1269536458
884	0.1269376666
885	0.1269167601
886	0.1269048742
887	0.1268871232
888	0.1268819067
889	0.1268727843
890	0.126858145
891	0.1268401573
892	0.1268293588
893	0.1268131825
894	0.1267992436
895	0.126782544
896	0.1267761298
897	0.126755863
898	0.1267445771
899	0.1267294424
900	0.1267165954
901	0.1267130978
902	0.1267000515
903	0.126688433
904	0.1266784998
905	0.1266675549
906	0.1266577162
907	0.1266492776
908	0.1266346606
909	0.126623502
910	0.1266046763
911	0.1265856244
912	0.1265750789
913	0.1265644536
914	0.126546635
915	0.1265384422
916	0.12652345
917	0.1265170872
918	0.1265065165
919	0.1264978512
920	0.1264815754
921	0.1264659986
922	0.1264559288
923	0.1264389575
924	0.1264287196
925	0.1264185796
926	0.1264061099
927	0.1263961372
928	0.1263846415
929	0.1263761969
930	0.1263626728
931	0.1263429605
932	0.1263305625
933	0.1263111515
934	0.1263010022
935	0.1262884939
936	0.1262735485
937	0.1262588708
938	0.1262472046
939	0.1262388009
940	0.1262261597
941	0.1262128741
942	0.1261974183
943	0.1261875775
944	0.1261759597
945	0.1261676166
946	0.1261519271
947	0.1261342541
948	0.1261235601
949	0.1261105317
950	0.1261012717
951	0.1260905852
952	0.1260692973
953	0.1260588278
954	0.1260440174
955	0.1260295295
956	0.1260109153
957	0.1260015367
958	0.1259857069
959	0.125972923
960	0.1259615754
961	0.1259528385
962	0.1259417853
963	0.1259246673
964	0.1259100766
965	0.1258966939
966	0.1258898256
967	0.1258751703
968	0.1258624075
969	0.1258442305
970	0.1258253966
971	0.1258153041
972	0.1257934548
973	0.1257804182
974	0.1257674491
975	0.1257535332
976	0.1257393574
977	0.1257254938
978	0.125714242
979	0.1257021873
980	0.1256856532
981	0.125675356
982	0.1256608183
983	0.1256510977
984	0.1256387673
985	0.1256224727
986	0.1256122878
987	0.1256069588
988	0.1255963201
989	0.1255850109
990	0.1255749439
991	0.1255575878
992	0.1255444787
993	0.1255277139
994	0.1255125132
995	0.1255015822
996	0.1254849623
997	0.1254664651
998	0.1254567985
999	0.1254418837
54281174
999	0.1254176432
